"hat";"mean";"se_mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"n_eff";"Rhat"
"y_hat[1758]";0.07;0;0.07;-0.07;0.02;0.07;0.12;0.21;1887.89;1
"y_hat[1759]";-0.49;0;0.07;-0.63;-0.54;-0.49;-0.45;-0.37;961.94;1
"y_hat[1760]";-1.05;0;0.09;-1.23;-1.11;-1.05;-0.99;-0.89;923.65;1
"y_hat[1761]";-0.8;0;0.08;-0.96;-0.85;-0.8;-0.74;-0.65;882.31;1
"y_hat[1762]";-0.55;0;0.07;-0.69;-0.59;-0.54;-0.5;-0.42;934.58;1
"y_hat[1763]";-1.68;0;0.1;-1.89;-1.75;-1.68;-1.61;-1.48;1741.37;1
"y_hat[1764]";-0.03;0;0.07;-0.18;-0.09;-0.03;0.02;0.11;1722.58;1
"y_hat[1765]";0.44;0;0.06;0.32;0.4;0.44;0.48;0.56;1567.11;1
"y_hat[1766]";-0.66;0;0.07;-0.81;-0.71;-0.66;-0.61;-0.52;897.3;1
"y_hat[1767]";-1.33;0;0.09;-1.51;-1.39;-1.32;-1.26;-1.15;1362.6;1
"y_hat[1768]";-0.04;0;0.07;-0.18;-0.09;-0.04;0.01;0.11;1720.02;1
"y_hat[1769]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1206.05;1
"y_hat[1770]";-0.99;0;0.08;-1.16;-1.04;-0.99;-0.93;-0.83;906.09;1
"y_hat[1771]";-1.84;0;0.11;-2.05;-1.91;-1.84;-1.77;-1.62;1972.23;1
"y_hat[1772]";-1.29;0;0.09;-1.47;-1.35;-1.29;-1.22;-1.11;1334.68;1
"y_hat[1773]";-0.37;0;0.08;-0.53;-0.43;-0.37;-0.31;-0.21;1016.4;1
"y_hat[1774]";-1.16;0;0.09;-1.34;-1.22;-1.16;-1.1;-0.99;989.29;1
"y_hat[1775]";-1.01;0;0.08;-1.18;-1.06;-1.01;-0.95;-0.85;910.29;1
"y_hat[1776]";-1;0;0.08;-1.18;-1.06;-1;-0.94;-0.84;909.76;1
"y_hat[1777]";-1.08;0;0.09;-1.26;-1.14;-1.08;-1.02;-0.92;934.23;1
"y_hat[1778]";0;0;0.07;-0.14;-0.05;0;0.05;0.14;1772.23;1
"y_hat[1779]";0.36;0;0.06;0.24;0.32;0.36;0.4;0.49;1846.89;1
"y_hat[1780]";-1.11;0;0.09;-1.29;-1.17;-1.11;-1.05;-0.95;946.56;1
"y_hat[1781]";-1.74;0;0.11;-1.94;-1.81;-1.73;-1.66;-1.53;1815.37;1
"y_hat[1782]";-0.67;0;0.09;-0.83;-0.73;-0.67;-0.61;-0.5;927.35;1
"y_hat[1783]";-0.26;0;0.08;-0.41;-0.32;-0.26;-0.21;-0.11;1393.84;1
"y_hat[1784]";-1.98;0;0.11;-2.2;-2.06;-1.98;-1.91;-1.75;2192.39;1
"y_hat[1785]";0.03;0;0.07;-0.11;-0.02;0.02;0.07;0.17;1815.79;1
"y_hat[1786]";0.27;0;0.06;0.16;0.24;0.27;0.31;0.38;1945.94;1
"y_hat[1787]";-1.3;0;0.09;-1.48;-1.36;-1.3;-1.24;-1.12;1345.01;1
"y_hat[1788]";-1.14;0;0.09;-1.32;-1.2;-1.14;-1.08;-0.98;981.03;1
"y_hat[1789]";-1.15;0;0.09;-1.33;-1.21;-1.15;-1.09;-0.98;983.98;1
"y_hat[1790]";0.47;0;0.06;0.36;0.43;0.47;0.51;0.59;1225.6;1
"y_hat[1791]";-0.06;0;0.07;-0.21;-0.11;-0.06;-0.01;0.08;1683.25;1
"y_hat[1792]";-0.64;0;0.07;-0.79;-0.69;-0.64;-0.59;-0.51;901.5;1
"y_hat[1793]";-0.41;0;0.07;-0.54;-0.45;-0.41;-0.36;-0.29;1021.1;1
"y_hat[1794]";-0.14;0;0.08;-0.28;-0.19;-0.13;-0.08;0.01;1587.56;1
"y_hat[1795]";-0.13;0;0.06;-0.25;-0.17;-0.13;-0.09;-0.02;1934.37;1
"y_hat[1796]";-0.5;0;0.07;-0.64;-0.54;-0.5;-0.45;-0.37;958.89;1
"y_hat[1797]";-0.37;0;0.06;-0.5;-0.41;-0.37;-0.33;-0.25;1058.16;1
"y_hat[1798]";-0.72;0;0.08;-0.88;-0.77;-0.72;-0.67;-0.58;887.15;1
"y_hat[1799]";-1.56;0;0.1;-1.76;-1.63;-1.56;-1.49;-1.37;1587.83;1
"y_hat[1800]";-0.15;0;0.08;-0.3;-0.21;-0.15;-0.1;-0.01;1566.36;1
"y_hat[1801]";0.48;0;0.06;0.36;0.44;0.48;0.52;0.6;1302.85;1
"y_hat[1802]";-1.39;0;0.1;-1.57;-1.45;-1.38;-1.32;-1.2;1409.74;1
"y_hat[1803]";-1.21;0;0.09;-1.4;-1.27;-1.21;-1.15;-1.03;2262.83;1
"y_hat[1804]";-0.53;0;0.08;-0.69;-0.59;-0.53;-0.47;-0.36;941.9;1
"y_hat[1805]";-1.13;0;0.09;-1.31;-1.19;-1.13;-1.07;-0.97;976.35;1
"y_hat[1806]";0.23;0;0.07;0.11;0.19;0.23;0.28;0.36;2048.72;1
"y_hat[1807]";0.45;0;0.06;0.33;0.41;0.45;0.49;0.56;1288.65;1
"y_hat[1808]";-0.16;0;0.06;-0.28;-0.2;-0.16;-0.12;-0.05;1872.63;1
"y_hat[1809]";-0.66;0;0.07;-0.81;-0.71;-0.66;-0.61;-0.52;897.3;1
"y_hat[1810]";-0.96;0;0.08;-1.13;-1.02;-0.96;-0.9;-0.81;899.96;1
"y_hat[1811]";-1.11;0;0.09;-1.29;-1.17;-1.11;-1.05;-0.95;946.81;1
"y_hat[1812]";0.35;0;0.06;0.23;0.31;0.35;0.4;0.48;1871.45;1
"y_hat[1813]";0.38;0;0.06;0.26;0.34;0.38;0.42;0.5;1793.84;1
"y_hat[1814]";-0.69;0;0.07;-0.85;-0.74;-0.69;-0.64;-0.55;891.26;1
"y_hat[1815]";-1.1;0;0.09;-1.28;-1.16;-1.1;-1.04;-0.94;942.64;1
"y_hat[1816]";-0.84;0;0.09;-1;-0.9;-0.84;-0.78;-0.67;979.01;1
"y_hat[1817]";-0.33;0;0.08;-0.49;-0.39;-0.33;-0.28;-0.17;1042.9;1
"y_hat[1818]";-0.65;0;0.07;-0.8;-0.7;-0.65;-0.6;-0.51;899.15;1
"y_hat[1819]";-0.72;0;0.08;-0.88;-0.77;-0.72;-0.67;-0.58;886.36;1
"y_hat[1820]";-1.24;0;0.09;-1.43;-1.31;-1.24;-1.18;-1.06;2714.38;1
"y_hat[1821]";-0.94;0;0.09;-1.11;-1;-0.94;-0.88;-0.77;1056.25;1
"y_hat[1822]";-1.7;0;0.1;-1.9;-1.77;-1.7;-1.63;-1.49;1764.76;1
"y_hat[1823]";0.42;0;0.06;0.3;0.38;0.42;0.46;0.54;1656.18;1
"y_hat[1824]";-0.08;0;0.08;-0.23;-0.14;-0.08;-0.03;0.06;1651.9;1
"y_hat[1825]";0.46;0;0.06;0.34;0.42;0.46;0.5;0.58;1423.3;1
"y_hat[1826]";-0.28;0;0.06;-0.41;-0.32;-0.28;-0.24;-0.17;1543.81;1
"y_hat[1827]";-0.12;0;0.08;-0.26;-0.17;-0.12;-0.07;0.03;1609.97;1
"y_hat[1828]";-1.8;0;0.11;-2.01;-1.88;-1.8;-1.73;-1.59;1920.43;1
"y_hat[1829]";-0.67;0;0.07;-0.83;-0.72;-0.67;-0.62;-0.54;894.16;1
"y_hat[1830]";0.3;0;0.06;0.18;0.26;0.3;0.35;0.43;1987.14;1
"y_hat[1831]";-0.92;0;0.08;-1.09;-0.98;-0.92;-0.87;-0.77;892.48;1
"y_hat[1832]";-1.07;0;0.09;-1.25;-1.13;-1.07;-1.01;-0.91;930.66;1
"y_hat[1833]";0.47;0;0.06;0.36;0.43;0.47;0.51;0.59;1225.96;1
"y_hat[1834]";-0.38;0;0.06;-0.51;-0.42;-0.37;-0.33;-0.25;1053.17;1
"y_hat[1835]";-1.33;0;0.09;-1.51;-1.39;-1.33;-1.27;-1.15;1365.16;1
"y_hat[1836]";-0.3;0;0.08;-0.46;-0.36;-0.3;-0.25;-0.15;1068.09;1
"y_hat[1837]";-0.22;0;0.08;-0.37;-0.28;-0.22;-0.17;-0.07;1494.81;1
"y_hat[1838]";0.32;0;0.06;0.19;0.27;0.32;0.36;0.44;1967.15;1
"y_hat[1839]";-0.53;0;0.08;-0.69;-0.59;-0.53;-0.47;-0.36;942.05;1
"y_hat[1840]";-1.59;0;0.1;-1.79;-1.66;-1.59;-1.52;-1.4;1621.67;1
"y_hat[1841]";-0.61;0;0.07;-0.75;-0.65;-0.6;-0.56;-0.47;911.5;1
"y_hat[1842]";-0.64;0;0.07;-0.79;-0.68;-0.63;-0.58;-0.5;902.92;1
"y_hat[1843]";-0.68;0;0.07;-0.84;-0.73;-0.68;-0.63;-0.54;892.77;1
"y_hat[1844]";-1.05;0;0.09;-1.22;-1.11;-1.05;-0.99;-0.89;923.2;1
"y_hat[1845]";-0.9;0;0.09;-1.06;-0.95;-0.9;-0.84;-0.73;1018.67;1
"y_hat[1846]";-0.54;0;0.08;-0.71;-0.6;-0.54;-0.49;-0.38;938.67;1
"y_hat[1847]";-0.57;0;0.07;-0.71;-0.61;-0.57;-0.52;-0.44;925.01;1
"y_hat[1848]";-0.18;0;0.08;-0.33;-0.23;-0.18;-0.13;-0.03;1538.62;1
"y_hat[1849]";-0.29;0;0.06;-0.41;-0.33;-0.28;-0.24;-0.17;1535.94;1
"y_hat[1850]";-0.86;0;0.08;-1.02;-0.91;-0.85;-0.8;-0.71;884.52;1
"y_hat[1851]";0.29;0;0.06;0.17;0.25;0.29;0.33;0.42;2008.55;1
"y_hat[1852]";-0.4;0;0.07;-0.54;-0.45;-0.4;-0.36;-0.28;1026.82;1
"y_hat[1853]";-0.73;0;0.08;-0.89;-0.78;-0.73;-0.68;-0.59;885.64;1
"y_hat[1854]";0.49;0;0.06;0.37;0.44;0.48;0.53;0.61;1270.85;1
"y_hat[1855]";0.34;0;0.06;0.21;0.29;0.34;0.38;0.46;1921.18;1
"y_hat[1856]";-0.29;0;0.08;-0.45;-0.35;-0.29;-0.24;-0.14;1079.01;1
"y_hat[1857]";-1.62;0;0.1;-1.82;-1.69;-1.62;-1.55;-1.42;1656.13;1
"y_hat[1858]";-0.66;0;0.09;-0.82;-0.72;-0.66;-0.6;-0.49;926.82;1
"y_hat[1859]";-0.66;0;0.09;-0.82;-0.72;-0.66;-0.6;-0.49;926.82;1
"y_hat[1860]";-0.32;0;0.06;-0.45;-0.36;-0.32;-0.28;-0.2;1472.85;1
"y_hat[1861]";-0.56;0;0.07;-0.71;-0.61;-0.56;-0.51;-0.43;927.8;1
"y_hat[1862]";-0.05;0;0.07;-0.19;-0.1;-0.05;0;0.09;1699.65;1
"y_hat[1863]";0.4;0;0.06;0.28;0.35;0.4;0.44;0.52;1739.2;1
"y_hat[1864]";-0.92;0;0.08;-1.09;-0.97;-0.92;-0.86;-0.76;891.59;1
"y_hat[1865]";-0.36;0;0.06;-0.49;-0.41;-0.36;-0.32;-0.24;1066.14;1
"y_hat[1866]";0.15;0;0.06;0.03;0.11;0.15;0.19;0.26;2268.35;1
"y_hat[1867]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1203.47;1
"y_hat[1868]";0.2;0;0.07;0.07;0.16;0.2;0.25;0.33;2042.28;1
"y_hat[1869]";0.39;0;0.06;0.27;0.35;0.39;0.43;0.51;1764.28;1
"y_hat[1870]";-0.21;0;0.06;-0.33;-0.25;-0.21;-0.17;-0.09;1701.91;1
"y_hat[1871]";-0.32;0;0.06;-0.44;-0.36;-0.31;-0.27;-0.2;1480.92;1
"y_hat[1872]";-1.15;0;0.09;-1.33;-1.21;-1.15;-1.09;-0.98;985.75;1
"y_hat[1873]";-0.84;0;0.08;-1;-0.89;-0.83;-0.78;-0.69;883.23;1
"y_hat[1874]";-0.98;0;0.08;-1.15;-1.03;-0.98;-0.92;-0.82;903.99;1
"y_hat[1875]";-0.06;0;0.07;-0.2;-0.11;-0.06;-0.01;0.09;1690.86;1
"y_hat[1876]";0.37;0;0.06;0.25;0.33;0.37;0.41;0.49;1824.82;1
"y_hat[1877]";-1.07;0;0.09;-1.25;-1.13;-1.07;-1.01;-0.91;930.38;1
"y_hat[1878]";-1.07;0;0.09;-1.25;-1.13;-1.07;-1.01;-0.91;930.38;1
"y_hat[1879]";-1.21;0;0.09;-1.39;-1.27;-1.21;-1.15;-1.04;1014.04;1
"y_hat[1880]";-0.07;0;0.08;-0.21;-0.12;-0.07;-0.02;0.07;1669.7;1
"y_hat[1881]";0.2;0;0.06;0.09;0.17;0.2;0.24;0.31;2197.63;1
"y_hat[1882]";-1.92;0;0.11;-2.14;-2;-1.92;-1.85;-1.7;2108.53;1
"y_hat[1883]";-0.39;0;0.08;-0.55;-0.45;-0.39;-0.33;-0.23;1003.45;1
"y_hat[1884]";0.25;0;0.06;0.12;0.2;0.25;0.29;0.38;2045.69;1
"y_hat[1885]";-0.38;0;0.07;-0.52;-0.43;-0.38;-0.34;-0.26;1045.15;1
"y_hat[1886]";-1.34;0;0.09;-1.52;-1.4;-1.34;-1.28;-1.16;1372.54;1
"y_hat[1887]";-0.13;0;0.08;-0.28;-0.19;-0.13;-0.08;0.01;1589.23;1
"y_hat[1888]";0.47;0;0.06;0.35;0.43;0.47;0.51;0.59;1234.69;1
"y_hat[1889]";-0.38;0;0.07;-0.51;-0.43;-0.38;-0.34;-0.26;1046.61;1
"y_hat[1890]";-0.69;0;0.07;-0.85;-0.74;-0.69;-0.64;-0.55;890.68;1
"y_hat[1891]";-0.33;0;0.08;-0.49;-0.38;-0.33;-0.27;-0.17;1046.75;1
"y_hat[1892]";0.36;0;0.06;0.24;0.32;0.36;0.4;0.48;1858.76;1
"y_hat[1893]";-0.86;0;0.08;-1.02;-0.91;-0.86;-0.8;-0.71;884.66;1
"y_hat[1894]";-0.58;0;0.07;-0.72;-0.62;-0.58;-0.53;-0.45;921.35;1
"y_hat[1895]";0.34;0;0.06;0.22;0.3;0.34;0.39;0.47;1898.51;1
"y_hat[1896]";-0.39;0;0.07;-0.52;-0.43;-0.39;-0.35;-0.27;1038.4;1
"y_hat[1897]";-0.01;0;0.06;-0.13;-0.05;-0.01;0.03;0.1;2172.69;1
"y_hat[1898]";-0.62;0;0.07;-0.77;-0.67;-0.62;-0.57;-0.49;906.13;1
"y_hat[1899]";-0.71;0;0.07;-0.87;-0.76;-0.71;-0.66;-0.57;888.36;1
"y_hat[1900]";-0.74;0;0.08;-0.9;-0.79;-0.74;-0.69;-0.6;884.54;1
"y_hat[1901]";0.02;0;0.07;-0.12;-0.03;0.02;0.07;0.16;1804.82;1
"y_hat[1902]";0.49;0;0.06;0.37;0.45;0.49;0.53;0.61;1248.62;1
"y_hat[1903]";-0.25;0;0.06;-0.37;-0.29;-0.25;-0.21;-0.14;1603.38;1
"y_hat[1904]";-0.32;0;0.06;-0.44;-0.36;-0.32;-0.27;-0.2;1480.76;1
"y_hat[1905]";-0.28;0;0.08;-0.44;-0.34;-0.28;-0.23;-0.13;1085.3;1
"y_hat[1906]";0.22;0;0.07;0.1;0.18;0.22;0.27;0.35;2048.6;1
"y_hat[1907]";0.05;0;0.06;-0.06;0.02;0.06;0.09;0.16;2257.05;1
"y_hat[1908]";0.05;0;0.06;-0.06;0.02;0.06;0.09;0.16;2257.05;1
"y_hat[1909]";-1.11;0;0.09;-1.29;-1.17;-1.11;-1.05;-0.94;1331.58;1
"y_hat[1910]";-0.1;0;0.08;-0.25;-0.16;-0.1;-0.05;0.04;1627.92;1
"y_hat[1911]";-1.01;0;0.09;-1.18;-1.06;-1.01;-0.95;-0.84;1140.19;1
"y_hat[1912]";-0.5;0;0.08;-0.66;-0.56;-0.5;-0.44;-0.33;951.46;1
"y_hat[1913]";-1.05;0;0.09;-1.22;-1.1;-1.05;-0.99;-0.89;922.26;1
"y_hat[1914]";0.49;0;0.06;0.37;0.45;0.49;0.53;0.61;1200.06;1
"y_hat[1915]";0.46;0;0.06;0.35;0.42;0.46;0.5;0.58;1413.6;1
"y_hat[1916]";0.16;0;0.07;0.03;0.11;0.16;0.21;0.29;2009.06;1
"y_hat[1917]";0.43;0;0.06;0.32;0.39;0.43;0.47;0.54;1344.54;1
"y_hat[1918]";-0.51;0;0.08;-0.67;-0.56;-0.51;-0.45;-0.34;948.26;1
"y_hat[1919]";-0.82;0;0.09;-0.98;-0.87;-0.82;-0.76;-0.65;966.84;1
"y_hat[1920]";-0.26;0;0.08;-0.42;-0.32;-0.26;-0.21;-0.11;1391.78;1
"y_hat[1921]";-0.22;0;0.06;-0.34;-0.26;-0.22;-0.18;-0.11;1665.91;1
"y_hat[1922]";0.14;0;0.06;0.03;0.1;0.14;0.18;0.25;2274.13;1
"y_hat[1923]";-0.64;0;0.07;-0.79;-0.69;-0.64;-0.59;-0.5;901.67;1
"y_hat[1924]";-0.17;0;0.08;-0.31;-0.22;-0.17;-0.11;-0.02;1551.37;1
"y_hat[1925]";0.31;0;0.06;0.19;0.27;0.31;0.36;0.44;1968.74;1
"y_hat[1926]";-1.48;0;0.1;-1.67;-1.54;-1.47;-1.41;-1.29;1493.58;1
"y_hat[1927]";-0.76;0;0.09;-0.92;-0.82;-0.76;-0.7;-0.59;943.71;1
"y_hat[1928]";-0.37;0;0.08;-0.53;-0.43;-0.37;-0.31;-0.21;1016.95;1
"y_hat[1929]";-0.08;0;0.06;-0.19;-0.11;-0.07;-0.04;0.03;2051.02;1
"y_hat[1930]";-0.56;0;0.07;-0.7;-0.61;-0.56;-0.51;-0.43;928.71;1
"y_hat[1931]";-0.52;0;0.08;-0.68;-0.57;-0.52;-0.46;-0.35;945.44;1
"y_hat[1932]";-0.12;0;0.08;-0.26;-0.17;-0.11;-0.06;0.03;1612.02;1
"y_hat[1933]";-0.28;0;0.06;-0.4;-0.32;-0.28;-0.24;-0.17;1545.78;1
"y_hat[1934]";-1.45;0;0.1;-1.64;-1.52;-1.45;-1.39;-1.27;1471.57;1
"y_hat[1935]";-0.25;0;0.08;-0.4;-0.3;-0.24;-0.19;-0.09;1475.31;1
"y_hat[1936]";0.3;0;0.06;0.18;0.26;0.3;0.35;0.43;1987.08;1
"y_hat[1937]";-0.68;0;0.07;-0.83;-0.73;-0.68;-0.63;-0.54;893.46;1
"y_hat[1938]";-0.4;0;0.07;-0.53;-0.44;-0.4;-0.35;-0.28;1031.92;1
"y_hat[1939]";-0.57;0;0.07;-0.72;-0.62;-0.57;-0.52;-0.44;923.24;1
"y_hat[1940]";0.41;0;0.06;0.3;0.37;0.41;0.45;0.53;1399.3;1
"y_hat[1941]";0.4;0;0.06;0.29;0.36;0.4;0.44;0.51;1439.1;1
"y_hat[1942]";-0.24;0;0.06;-0.36;-0.28;-0.23;-0.19;-0.12;1637.2;1
"y_hat[1943]";-0.81;0;0.08;-0.98;-0.87;-0.81;-0.76;-0.67;882.45;1
"y_hat[1944]";-1.04;0;0.09;-1.21;-1.09;-1.04;-0.98;-0.88;919.9;1
"y_hat[1945]";-0.51;0;0.07;-0.65;-0.55;-0.51;-0.46;-0.38;954.25;1
"y_hat[1946]";-0.07;0;0.08;-0.22;-0.12;-0.07;-0.02;0.07;1668.9;1
"y_hat[1947]";-0.48;0;0.07;-0.62;-0.53;-0.48;-0.43;-0.35;970.07;1
"y_hat[1948]";-0.61;0;0.07;-0.76;-0.66;-0.61;-0.56;-0.47;910.7;1
"y_hat[1949]";-0.28;0;0.06;-0.4;-0.32;-0.28;-0.23;-0.16;1552.16;1
"y_hat[1950]";-0.85;0;0.08;-1.01;-0.9;-0.84;-0.79;-0.7;883.81;1
"y_hat[1951]";-0.48;0;0.08;-0.64;-0.54;-0.48;-0.42;-0.32;957.84;1
"y_hat[1952]";0.39;0;0.06;0.27;0.35;0.39;0.43;0.51;1760.71;1
"y_hat[1953]";-0.67;0;0.09;-0.83;-0.73;-0.67;-0.61;-0.5;927.39;1
"y_hat[1954]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1228.44;1
"y_hat[1955]";-0.69;0;0.09;-0.85;-0.74;-0.69;-0.63;-0.52;929.03;1
"y_hat[1956]";-0.67;0;0.09;-0.83;-0.73;-0.67;-0.61;-0.5;927.34;1
"y_hat[1957]";-0.75;0;0.08;-0.91;-0.8;-0.75;-0.7;-0.61;884.07;1
"y_hat[1958]";-0.29;0;0.06;-0.42;-0.34;-0.29;-0.25;-0.18;1521.74;1
"y_hat[1959]";0.42;0;0.06;0.3;0.38;0.42;0.46;0.54;1630.96;1
"y_hat[1960]";-0.73;0;0.09;-0.89;-0.79;-0.73;-0.67;-0.56;936.14;1
"y_hat[1961]";-0.45;0;0.07;-0.59;-0.5;-0.45;-0.41;-0.33;987.53;1
"y_hat[1962]";-0.31;0;0.06;-0.44;-0.35;-0.31;-0.27;-0.19;1493.82;1
"y_hat[1963]";0.35;0;0.06;0.23;0.31;0.35;0.39;0.47;1882.11;1
"y_hat[1964]";-0.07;0;0.06;-0.19;-0.11;-0.07;-0.03;0.04;2060.43;1
"y_hat[1965]";0.42;0;0.06;0.31;0.38;0.42;0.46;0.54;1362.69;1
"y_hat[1966]";-0.53;0;0.07;-0.67;-0.57;-0.52;-0.48;-0.4;944.39;1
"y_hat[1967]";-0.54;0;0.08;-0.7;-0.59;-0.54;-0.48;-0.37;939.95;1
"y_hat[1968]";-0.14;0;0.08;-0.29;-0.2;-0.14;-0.09;0;1578.79;1
"y_hat[1969]";-0.44;0;0.07;-0.58;-0.48;-0.44;-0.39;-0.31;998.89;1
"y_hat[1970]";-0.51;0;0.07;-0.65;-0.56;-0.51;-0.47;-0.39;951.19;1
"y_hat[1971]";-0.34;0;0.08;-0.5;-0.4;-0.34;-0.29;-0.19;1034.06;1
"y_hat[1972]";-0.18;0;0.08;-0.33;-0.24;-0.18;-0.13;-0.03;1535.29;1
"y_hat[1973]";-0.22;0;0.06;-0.35;-0.26;-0.22;-0.18;-0.11;1663.95;1
"y_hat[1974]";-0.32;0;0.06;-0.44;-0.36;-0.31;-0.27;-0.2;1481.35;1
"y_hat[1975]";-1.05;0;0.09;-1.22;-1.11;-1.05;-0.99;-0.88;1208.39;1
"y_hat[1976]";-0.36;0;0.06;-0.49;-0.4;-0.36;-0.32;-0.24;1067.86;1
"y_hat[1977]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1232.39;1
"y_hat[1978]";-0.07;0;0.07;-0.21;-0.12;-0.07;-0.02;0.08;1674.41;1
"y_hat[1979]";-0.1;0;0.06;-0.22;-0.14;-0.1;-0.06;0.01;1997.1;1
"y_hat[1980]";-1.17;0;0.09;-1.35;-1.23;-1.17;-1.11;-0.99;1474.5;1
"y_hat[1981]";-0.58;0;0.08;-0.74;-0.64;-0.58;-0.52;-0.41;931.37;1
"y_hat[1982]";-0.07;0;0.06;-0.19;-0.11;-0.07;-0.03;0.04;2063.74;1
"y_hat[1983]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1209.41;1
"y_hat[1984]";-0.26;0;0.06;-0.38;-0.3;-0.26;-0.21;-0.14;1592.18;1
"y_hat[1985]";-0.71;0;0.07;-0.87;-0.76;-0.71;-0.66;-0.57;888.17;1
"y_hat[1986]";-0.75;0;0.08;-0.91;-0.8;-0.75;-0.7;-0.61;884.14;1
"y_hat[1987]";-1.46;0;0.11;-1.68;-1.53;-1.46;-1.38;-1.24;2643.16;1
"y_hat[1988]";-0.3;0;0.08;-0.46;-0.36;-0.3;-0.25;-0.15;1066.02;1
"y_hat[1989]";-0.49;0;0.07;-0.63;-0.53;-0.49;-0.44;-0.36;965.54;1
"y_hat[1990]";-1.18;0;0.09;-1.36;-1.24;-1.18;-1.12;-1.01;1000.15;1
"y_hat[1991]";-0.91;0;0.09;-1.08;-0.97;-0.91;-0.85;-0.74;1031.86;1
"y_hat[1992]";-0.48;0;0.07;-0.62;-0.53;-0.48;-0.44;-0.36;968.36;1
"y_hat[1993]";-0.78;0;0.08;-0.94;-0.83;-0.77;-0.72;-0.63;882.69;1
"y_hat[1994]";-1;0;0.09;-1.17;-1.06;-1;-0.94;-0.83;1134.32;1
"y_hat[1995]";-0.29;0;0.06;-0.42;-0.34;-0.29;-0.25;-0.18;1522;1
"y_hat[1996]";-0.94;0;0.08;-1.11;-0.99;-0.94;-0.88;-0.79;895.33;1
"y_hat[1997]";-1.37;0;0.1;-1.58;-1.44;-1.37;-1.3;-1.17;3044.02;1
"y_hat[1998]";-1.37;0;0.1;-1.58;-1.44;-1.37;-1.3;-1.17;3044.02;1
"y_hat[1999]";-0.67;0;0.09;-0.84;-0.73;-0.67;-0.62;-0.51;927.7;1
"y_hat[2000]";-0.76;0;0.08;-0.92;-0.81;-0.75;-0.7;-0.61;883.68;1
"y_hat[2001]";-0.46;0;0.07;-0.6;-0.5;-0.46;-0.41;-0.33;985.36;1
"y_hat[2002]";-0.52;0;0.07;-0.66;-0.57;-0.52;-0.47;-0.39;947.03;1
"y_hat[2003]";-0.21;0;0.08;-0.36;-0.26;-0.21;-0.16;-0.06;1508.44;1
"y_hat[2004]";0.23;0;0.07;0.1;0.18;0.23;0.27;0.36;2048.75;1
"y_hat[2005]";-0.46;0;0.07;-0.6;-0.5;-0.46;-0.41;-0.33;984.67;1
"y_hat[2006]";-0.77;0;0.09;-0.94;-0.83;-0.77;-0.71;-0.61;948.47;1
"y_hat[2007]";0.09;0;0.06;-0.03;0.05;0.09;0.12;0.19;2278.83;1
"y_hat[2008]";-0.03;0;0.06;-0.15;-0.07;-0.03;0.01;0.08;2138.27;1
"y_hat[2009]";-0.46;0;0.07;-0.6;-0.51;-0.46;-0.41;-0.34;982.78;1
"y_hat[2010]";-0.58;0;0.08;-0.75;-0.64;-0.58;-0.53;-0.42;930.65;1
"y_hat[2011]";-0.52;0;0.07;-0.66;-0.56;-0.51;-0.47;-0.39;949.95;1
"y_hat[2012]";-1.09;0;0.09;-1.27;-1.15;-1.09;-1.03;-0.93;938.22;1
"y_hat[2013]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1205.18;1
"y_hat[2014]";-0.24;0;0.06;-0.36;-0.28;-0.24;-0.2;-0.13;1626.57;1
"y_hat[2015]";-0.37;0;0.08;-0.53;-0.43;-0.37;-0.31;-0.21;1015.6;1
"y_hat[2016]";-0.68;0;0.07;-0.83;-0.72;-0.67;-0.62;-0.54;893.83;1
"y_hat[2017]";-1.07;0;0.09;-1.25;-1.13;-1.07;-1.01;-0.91;930.58;1
"y_hat[2018]";0.41;0;0.06;0.29;0.37;0.41;0.45;0.53;1673.22;1
"y_hat[2019]";0.46;0;0.06;0.35;0.42;0.46;0.51;0.59;1398.82;1
"y_hat[2020]";-0.36;0;0.06;-0.49;-0.4;-0.36;-0.32;-0.24;1068.36;1
"y_hat[2021]";-0.12;0;0.06;-0.24;-0.16;-0.12;-0.08;-0.01;1951.96;1
"y_hat[2022]";0.46;0;0.06;0.35;0.42;0.46;0.51;0.59;1396.42;1
"y_hat[2023]";-0.41;0;0.08;-0.57;-0.47;-0.41;-0.36;-0.25;990.31;1
"y_hat[2024]";0.28;0;0.06;0.17;0.24;0.28;0.32;0.39;1927.17;1
"y_hat[2025]";-1;0;0.09;-1.17;-1.06;-1;-0.94;-0.83;1135.75;1
"y_hat[2026]";-0.67;0;0.09;-0.83;-0.73;-0.67;-0.61;-0.5;927.33;1
"y_hat[2027]";-0.4;0;0.08;-0.56;-0.45;-0.4;-0.34;-0.24;998.81;1
"y_hat[2028]";-1.05;0;0.09;-1.22;-1.1;-1.05;-0.99;-0.89;922.43;1
"y_hat[2029]";-0.17;0;0.06;-0.29;-0.21;-0.17;-0.13;-0.06;1792.67;1
