"hat";"mean";"se_mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"n_eff";"Rhat"
"y_hat[268]";-4.19;0.01;0.33;-4.83;-4.4;-4.18;-3.96;-3.57;538.94;1
"y_hat[269]";-5.26;0.03;0.56;-6.4;-5.64;-5.24;-4.87;-4.25;404.91;1
"y_hat[270]";0.35;0;0.06;0.24;0.31;0.35;0.39;0.46;1618.41;1
"y_hat[271]";0.25;0;0.06;0.14;0.21;0.25;0.29;0.36;2093.12;1
"y_hat[272]";-5.95;0.04;0.75;-7.5;-6.45;-5.91;-5.41;-4.62;372.01;1
"y_hat[273]";-5.95;0.04;0.75;-7.5;-6.45;-5.91;-5.41;-4.62;372.01;1
"y_hat[274]";0.39;0;0.06;0.28;0.35;0.39;0.43;0.51;1458.85;1
"y_hat[275]";0.26;0;0.06;0.14;0.22;0.26;0.29;0.37;2006.06;1
"y_hat[276]";-4.68;0.02;0.42;-5.53;-4.96;-4.67;-4.38;-3.9;456.28;1
"y_hat[277]";-0.09;0;0.06;-0.21;-0.13;-0.09;-0.05;0.02;2016.28;1
"y_hat[278]";-4.33;0.02;0.35;-5.02;-4.56;-4.32;-4.08;-3.67;509.6;1
"y_hat[279]";-4.96;0.02;0.48;-5.93;-5.28;-4.94;-4.61;-4.07;428.24;1
"y_hat[280]";-0.12;0;0.06;-0.24;-0.16;-0.12;-0.08;-0.01;1958.07;1
"y_hat[281]";-0.35;0;0.06;-0.47;-0.39;-0.34;-0.3;-0.23;1084.84;1
"y_hat[282]";-4.53;0.02;0.39;-5.31;-4.79;-4.52;-4.25;-3.81;476.15;1
"y_hat[283]";-5.27;0.03;0.56;-6.41;-5.64;-5.25;-4.87;-4.25;404.72;1
"y_hat[284]";-5.21;0.03;0.54;-6.32;-5.57;-5.19;-4.82;-4.21;408.62;1
"y_hat[285]";-5.25;0.03;0.55;-6.39;-5.62;-5.23;-4.86;-4.24;405.61;1
"y_hat[286]";-0.4;0;0.07;-0.54;-0.45;-0.4;-0.36;-0.28;1026.47;1
"y_hat[287]";-0.65;0;0.07;-0.8;-0.69;-0.64;-0.59;-0.51;900.47;1
"y_hat[288]";-1.52;0;0.1;-1.72;-1.59;-1.52;-1.46;-1.33;1542.9;1
"y_hat[289]";-1.16;0;0.09;-1.34;-1.22;-1.16;-1.1;-0.99;990.6;1
"y_hat[290]";-1.54;0;0.1;-1.74;-1.61;-1.54;-1.48;-1.35;1564.58;1
"y_hat[291]";0.46;0;0.06;0.34;0.41;0.46;0.5;0.57;1265.53;1
"y_hat[292]";0.35;0;0.06;0.24;0.31;0.35;0.39;0.46;1625.99;1
"y_hat[293]";-4.44;0.02;0.37;-5.18;-4.68;-4.43;-4.17;-3.74;490.72;1
"y_hat[294]";-2.71;0;0.15;-3.01;-2.81;-2.71;-2.61;-2.42;2165.37;1
"y_hat[295]";-4.11;0.01;0.31;-4.73;-4.31;-4.1;-3.89;-3.51;557.96;1
"y_hat[296]";-0.35;0;0.06;-0.48;-0.39;-0.35;-0.31;-0.23;1079.8;1
"y_hat[297]";-4.2;0.01;0.33;-4.86;-4.42;-4.2;-3.97;-3.58;534.89;1
"y_hat[298]";-0.63;0;0.07;-0.78;-0.68;-0.63;-0.58;-0.5;903.76;1
"y_hat[299]";-3.75;0.01;0.26;-4.26;-3.92;-3.74;-3.57;-3.26;679.49;1
"y_hat[300]";-5.62;0.03;0.65;-6.96;-6.06;-5.59;-5.15;-4.45;385.44;1
"y_hat[301]";0.28;0;0.06;0.16;0.24;0.28;0.32;0.39;1933.54;1
"y_hat[302]";-5.6;0.03;0.65;-6.93;-6.04;-5.57;-5.13;-4.43;386.26;1
"y_hat[303]";-4.89;0.02;0.47;-5.83;-5.2;-4.87;-4.56;-4.03;434.36;1
"y_hat[304]";-0.3;0;0.06;-0.43;-0.34;-0.3;-0.26;-0.19;1504.65;1
"y_hat[305]";-4.07;0.01;0.31;-4.68;-4.28;-4.07;-3.86;-3.49;566.42;1
"y_hat[306]";-4.41;0.02;0.37;-5.14;-4.65;-4.4;-4.15;-3.73;494.97;1
"y_hat[307]";0.38;0;0.06;0.26;0.34;0.38;0.42;0.49;1516.36;1
"y_hat[308]";0.34;0;0.06;0.22;0.3;0.34;0.37;0.45;1672.17;1
"y_hat[309]";-0.07;0;0.06;-0.19;-0.11;-0.07;-0.03;0.03;2054.09;1
"y_hat[310]";-4.9;0.02;0.47;-5.86;-5.22;-4.89;-4.57;-4.04;432.97;1
"y_hat[311]";-5.53;0.03;0.63;-6.82;-5.95;-5.5;-5.08;-4.39;389.86;1
"y_hat[312]";0.29;0;0.06;0.18;0.26;0.29;0.33;0.4;1830.5;1
"y_hat[313]";-4.79;0.02;0.44;-5.68;-5.08;-4.77;-4.47;-3.97;444.66;1
"y_hat[314]";-5.79;0.04;0.7;-7.23;-6.26;-5.75;-5.28;-4.54;378.16;1
"y_hat[315]";-1.15;0;0.09;-1.33;-1.21;-1.15;-1.09;-0.98;984.4;1
"y_hat[316]";-1.8;0;0.11;-2.01;-1.88;-1.8;-1.73;-1.59;1917.44;1
"y_hat[317]";-5.29;0.03;0.56;-6.44;-5.67;-5.27;-4.88;-4.26;403.45;1
"y_hat[318]";0.1;0;0.06;-0.01;0.06;0.1;0.14;0.21;2282.9;1
"y_hat[319]";0.1;0;0.06;-0.01;0.06;0.1;0.14;0.21;2282.9;1
"y_hat[320]";-0.21;0;0.06;-0.34;-0.26;-0.21;-0.17;-0.1;1685.25;1
"y_hat[321]";-1.46;0;0.1;-1.64;-1.52;-1.45;-1.39;-1.27;1472.4;1
"y_hat[322]";-4.49;0.02;0.38;-5.25;-4.74;-4.48;-4.22;-3.78;482.58;1
"y_hat[323]";-0.17;0;0.06;-0.29;-0.21;-0.16;-0.13;-0.05;1857.38;1
"y_hat[324]";0.46;0;0.06;0.35;0.42;0.46;0.51;0.58;1240.87;1
"y_hat[325]";-4.68;0.02;0.42;-5.52;-4.95;-4.66;-4.38;-3.9;457.27;1
"y_hat[326]";-4.13;0.01;0.32;-4.76;-4.34;-4.12;-3.91;-3.53;552.38;1
"y_hat[327]";-5.85;0.04;0.72;-7.33;-6.33;-5.81;-5.32;-4.57;375.83;1
"y_hat[328]";-5.65;0.03;0.66;-7.01;-6.1;-5.62;-5.17;-4.46;383.95;1
"y_hat[329]";-4.53;0.02;0.39;-5.31;-4.79;-4.52;-4.25;-3.81;476.7;1
"y_hat[330]";-5.09;0.03;0.51;-6.12;-5.43;-5.07;-4.72;-4.15;417.41;1
"y_hat[331]";-2.38;0;0.13;-2.63;-2.46;-2.37;-2.29;-2.12;2577.98;1
"y_hat[332]";-5.32;0.03;0.57;-6.49;-5.71;-5.3;-4.91;-4.28;401.37;1
"y_hat[333]";0.38;0;0.06;0.26;0.34;0.38;0.42;0.49;1519.83;1
"y_hat[334]";-4.95;0.02;0.48;-5.92;-5.27;-4.94;-4.61;-4.07;428.75;1
"y_hat[335]";0.23;0;0.06;0.11;0.19;0.23;0.26;0.33;2153.93;1
"y_hat[336]";-4.72;0.02;0.43;-5.59;-5.01;-4.71;-4.42;-3.93;451.58;1
"y_hat[337]";-5;0.02;0.49;-6;-5.33;-4.99;-4.65;-4.1;424.17;1
"y_hat[338]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1216.56;1
"y_hat[339]";-0.25;0;0.06;-0.37;-0.29;-0.25;-0.21;-0.14;1605.59;1
"y_hat[340]";-1.76;0;0.11;-1.96;-1.83;-1.76;-1.69;-1.55;1849.71;1
"y_hat[341]";-0.31;0;0.06;-0.44;-0.35;-0.31;-0.27;-0.19;1491.28;1
"y_hat[342]";-0.98;0;0.08;-1.15;-1.04;-0.98;-0.92;-0.82;904.11;1
"y_hat[343]";0.42;0;0.06;0.3;0.38;0.42;0.46;0.54;1649.94;1
"y_hat[344]";0.43;0;0.06;0.32;0.39;0.43;0.48;0.56;1585.9;1
"y_hat[345]";0.36;0;0.06;0.24;0.32;0.36;0.4;0.47;1593.46;1
"y_hat[346]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1208.04;1
"y_hat[347]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1209;1
"y_hat[348]";-3;0;0.17;-3.35;-3.11;-2.99;-2.88;-2.66;1571.09;1
"y_hat[349]";0.23;0;0.06;0.12;0.19;0.23;0.27;0.34;2142.65;1
"y_hat[350]";-4.54;0.02;0.39;-5.32;-4.8;-4.53;-4.26;-3.81;475.28;1
"y_hat[351]";0.42;0;0.06;0.31;0.38;0.42;0.46;0.53;1374.28;1
"y_hat[352]";0.05;0;0.06;-0.07;0.01;0.05;0.09;0.16;2252.44;1
"y_hat[353]";-0.49;0;0.07;-0.62;-0.53;-0.48;-0.44;-0.36;967.5;1
"y_hat[354]";-3.71;0.01;0.25;-4.22;-3.88;-3.71;-3.54;-3.23;694.83;1
"y_hat[355]";-4.7;0.02;0.43;-5.56;-4.98;-4.69;-4.4;-3.92;454.06;1
"y_hat[356]";-5.16;0.03;0.53;-6.23;-5.51;-5.14;-4.78;-4.18;412.28;1
"y_hat[357]";0.34;0;0.06;0.23;0.3;0.34;0.38;0.45;1662.25;1
"y_hat[358]";-4.18;0.01;0.32;-4.82;-4.39;-4.17;-3.95;-3.56;540.89;1
"y_hat[359]";-4.69;0.02;0.42;-5.53;-4.97;-4.67;-4.38;-3.9;456.14;1
"y_hat[360]";0.36;0;0.06;0.24;0.32;0.36;0.4;0.48;1862.25;1
"y_hat[361]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1224.61;1
"y_hat[362]";-5.18;0.03;0.54;-6.27;-5.54;-5.17;-4.8;-4.2;410.47;1
"y_hat[363]";-4.48;0.02;0.38;-5.24;-4.73;-4.47;-4.21;-3.77;484.39;1
"y_hat[364]";-4.58;0.02;0.4;-5.38;-4.84;-4.57;-4.29;-3.84;470;1
"y_hat[365]";0.35;0;0.06;0.23;0.31;0.35;0.39;0.46;1632.09;1
"y_hat[366]";0.09;0;0.06;-0.02;0.06;0.1;0.13;0.2;2281.27;1
"y_hat[367]";-4.41;0.02;0.37;-5.14;-4.65;-4.4;-4.15;-3.73;495.24;1
"y_hat[368]";-4.89;0.02;0.47;-5.84;-5.2;-4.88;-4.56;-4.03;434.23;1
"y_hat[369]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1293.94;1
"y_hat[370]";0.42;0;0.06;0.31;0.38;0.42;0.46;0.53;1368.08;1
"y_hat[371]";-4.25;0.01;0.34;-4.92;-4.47;-4.24;-4.01;-3.61;525.21;1
"y_hat[372]";0.31;0;0.06;0.2;0.27;0.31;0.35;0.42;1771.66;1
"y_hat[373]";-4.46;0.02;0.38;-5.22;-4.71;-4.46;-4.19;-3.76;486.37;1
"y_hat[374]";-3.88;0.01;0.28;-4.43;-4.06;-3.88;-3.69;-3.36;626.08;1
"y_hat[375]";-0.39;0;0.07;-0.52;-0.43;-0.39;-0.34;-0.27;1040.1;1
"y_hat[376]";-3.31;0.01;0.2;-3.71;-3.44;-3.3;-3.17;-2.92;1144.9;1
"y_hat[377]";-5.04;0.02;0.5;-6.05;-5.37;-5.02;-4.68;-4.12;421.48;1
"y_hat[378]";-5.43;0.03;0.6;-6.65;-5.83;-5.4;-5;-4.34;395.26;1
"y_hat[379]";-3.88;0.01;0.28;-4.43;-4.07;-3.88;-3.69;-3.36;625.51;1
"y_hat[380]";-4.62;0.02;0.41;-5.45;-4.9;-4.61;-4.33;-3.87;463.71;1
"y_hat[381]";-6.3;0.05;0.87;-8.1;-6.87;-6.23;-5.67;-4.8;361.2;1
"y_hat[382]";-4.24;0.01;0.34;-4.91;-4.46;-4.24;-4.01;-3.61;526.37;1
"y_hat[383]";-0.13;0;0.06;-0.25;-0.17;-0.13;-0.09;-0.02;1930.57;1
"y_hat[384]";-0.39;0;0.07;-0.52;-0.43;-0.38;-0.34;-0.26;1042.7;1
"y_hat[385]";0.46;0;0.06;0.34;0.41;0.46;0.5;0.57;1264.42;1
"y_hat[386]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1205.6;1
"y_hat[387]";0.43;0;0.06;0.31;0.38;0.43;0.47;0.54;1349.26;1
"y_hat[388]";-3.84;0.01;0.27;-4.38;-4.02;-3.83;-3.65;-3.33;641.22;1
"y_hat[389]";-0.13;0;0.06;-0.25;-0.17;-0.13;-0.09;-0.02;1928.43;1
"y_hat[390]";-0.78;0;0.08;-0.95;-0.84;-0.78;-0.73;-0.64;882.47;1
"y_hat[391]";-4.81;0.02;0.45;-5.71;-5.1;-4.79;-4.49;-3.98;442.69;1
"y_hat[392]";0.17;0;0.06;0.06;0.14;0.17;0.21;0.28;2242.64;1
"y_hat[393]";-0.7;0;0.07;-0.86;-0.75;-0.7;-0.65;-0.56;889.49;1
"y_hat[394]";-4.15;0.01;0.32;-4.79;-4.36;-4.15;-3.93;-3.54;547;1
"y_hat[395]";-4.83;0.02;0.45;-5.74;-5.13;-4.81;-4.51;-4;440.38;1
"y_hat[396]";-5.28;0.03;0.56;-6.43;-5.66;-5.26;-4.88;-4.26;403.83;1
"y_hat[397]";-3.95;0.01;0.29;-4.52;-4.14;-3.95;-3.75;-3.41;602.51;1
"y_hat[398]";-4.22;0.01;0.33;-4.87;-4.43;-4.21;-3.98;-3.59;532.03;1
"y_hat[399]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1212.51;1
"y_hat[400]";-1.5;0;0.1;-1.69;-1.57;-1.5;-1.44;-1.31;1519.9;1
"y_hat[401]";-5.28;0.03;0.56;-6.42;-5.66;-5.26;-4.88;-4.26;403.95;1
"y_hat[402]";0.45;0;0.06;0.34;0.41;0.45;0.49;0.57;1461.77;1
"y_hat[403]";0.35;0;0.06;0.24;0.31;0.35;0.39;0.47;1600.6;1
"y_hat[404]";-4.06;0.01;0.3;-4.67;-4.27;-4.06;-3.85;-3.49;568.93;1
"y_hat[405]";0.37;0;0.06;0.26;0.33;0.37;0.41;0.48;1552.7;1
"y_hat[406]";-4.07;0.01;0.31;-4.68;-4.28;-4.07;-3.86;-3.49;566.36;1
"y_hat[407]";-4.28;0.02;0.34;-4.96;-4.51;-4.28;-4.04;-3.63;518.55;1
"y_hat[408]";0.49;0;0.06;0.37;0.44;0.49;0.53;0.61;1268.41;1
"y_hat[409]";-4.75;0.02;0.44;-5.63;-5.04;-4.74;-4.44;-3.95;448.46;1
"y_hat[410]";-4.75;0.02;0.43;-5.62;-5.04;-4.74;-4.44;-3.95;448.78;1
"y_hat[411]";-5.61;0.03;0.65;-6.95;-6.05;-5.58;-5.14;-4.44;385.82;1
"y_hat[412]";0.42;0;0.06;0.31;0.38;0.42;0.46;0.53;1376.89;1
"y_hat[413]";-0.3;0;0.06;-0.43;-0.35;-0.3;-0.26;-0.19;1501.82;1
"y_hat[414]";-2.18;0;0.12;-2.42;-2.26;-2.18;-2.1;-1.94;2439.11;1
"y_hat[415]";0.04;0;0.06;-0.08;0;0.04;0.08;0.15;2240.21;1
"y_hat[416]";-0.28;0;0.06;-0.41;-0.33;-0.28;-0.24;-0.17;1540.35;1
"y_hat[417]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1201.28;1
"y_hat[418]";-2.21;0;0.12;-2.45;-2.3;-2.21;-2.13;-1.97;2466.47;1
"y_hat[419]";-4.14;0.01;0.32;-4.77;-4.34;-4.13;-3.91;-3.53;550.56;1
"y_hat[420]";-3.71;0.01;0.25;-4.21;-3.88;-3.7;-3.53;-3.23;697.16;1
"y_hat[421]";-4.38;0.02;0.36;-5.1;-4.62;-4.38;-4.12;-3.71;499.77;1
"y_hat[422]";-4.21;0.01;0.33;-4.87;-4.43;-4.21;-3.98;-3.59;532.76;1
"y_hat[423]";-4.21;0.01;0.33;-4.87;-4.43;-4.21;-3.98;-3.59;532.76;1
"y_hat[424]";-4.68;0.02;0.42;-5.52;-4.96;-4.67;-4.38;-3.9;456.79;1
"y_hat[425]";0.49;0;0.06;0.37;0.44;0.49;0.53;0.61;1200.83;1
"y_hat[426]";-5.03;0.02;0.5;-6.04;-5.37;-5.02;-4.68;-4.12;421.65;1
"y_hat[427]";-5.48;0.03;0.62;-6.74;-5.9;-5.46;-5.04;-4.37;392.12;1
"y_hat[428]";-3.47;0.01;0.22;-3.92;-3.62;-3.46;-3.32;-3.05;834.41;1
"y_hat[429]";0.39;0;0.06;0.28;0.35;0.39;0.43;0.5;1468.64;1
"y_hat[430]";-3.91;0.01;0.28;-4.48;-4.1;-3.91;-3.72;-3.38;614.42;1
"y_hat[431]";-5.11;0.03;0.52;-6.16;-5.46;-5.09;-4.74;-4.16;415.81;1
"y_hat[432]";0.47;0;0.06;0.35;0.42;0.47;0.51;0.59;1387.5;1
"y_hat[433]";0.47;0;0.06;0.35;0.42;0.47;0.51;0.59;1387.5;1
"y_hat[434]";-4.3;0.02;0.35;-4.99;-4.53;-4.29;-4.06;-3.65;514.67;1
"y_hat[435]";-4.4;0.02;0.36;-5.13;-4.64;-4.39;-4.14;-3.72;496.69;1
"y_hat[436]";-3.83;0.01;0.27;-4.36;-4.01;-3.82;-3.64;-3.32;645.39;1
"y_hat[437]";-4.64;0.02;0.41;-5.47;-4.91;-4.63;-4.34;-3.87;461.9;1
"y_hat[438]";0.13;0;0.06;0.02;0.1;0.14;0.17;0.24;2277.29;1
"y_hat[439]";-0.37;0;0.06;-0.5;-0.41;-0.37;-0.32;-0.25;1058.62;1
"y_hat[440]";-4.38;0.02;0.36;-5.09;-4.61;-4.37;-4.12;-3.7;500.72;1
"y_hat[441]";-4.75;0.02;0.43;-5.62;-5.03;-4.73;-4.44;-3.95;449.22;1
"y_hat[442]";-0.07;0;0.06;-0.18;-0.1;-0.07;-0.03;0.04;2068.69;1
"y_hat[443]";-2.85;0;0.16;-3.18;-2.96;-2.85;-2.74;-2.54;1927.64;1
"y_hat[444]";0.33;0;0.06;0.22;0.29;0.33;0.37;0.44;1687.23;1
"y_hat[445]";-4.49;0.02;0.38;-5.26;-4.74;-4.48;-4.22;-3.78;482.16;1
"y_hat[446]";0.49;0;0.06;0.37;0.45;0.49;0.53;0.61;1251.58;1
"y_hat[447]";-1.58;0;0.1;-1.77;-1.64;-1.58;-1.51;-1.38;1603.91;1
"y_hat[448]";0.28;0;0.06;0.17;0.24;0.28;0.32;0.39;1914.29;1
"y_hat[449]";0.25;0;0.06;0.14;0.21;0.25;0.29;0.36;2096.08;1
"y_hat[450]";0.45;0;0.06;0.34;0.41;0.45;0.49;0.57;1270.29;1
"y_hat[451]";0.33;0;0.06;0.21;0.29;0.33;0.37;0.45;1931.08;1
"y_hat[452]";-0.21;0;0.06;-0.34;-0.25;-0.21;-0.17;-0.1;1687.25;1
"y_hat[453]";-0.21;0;0.06;-0.34;-0.25;-0.21;-0.17;-0.1;1687.25;1
"y_hat[454]";-0.83;0;0.08;-0.99;-0.88;-0.83;-0.77;-0.68;882.88;1
"y_hat[455]";-3.23;0.01;0.19;-3.62;-3.36;-3.22;-3.1;-2.86;1230.57;1
"y_hat[456]";0.48;0;0.06;0.36;0.43;0.47;0.52;0.59;1218.04;1
"y_hat[457]";-6.06;0.04;0.79;-7.7;-6.58;-6.01;-5.49;-4.68;368.24;1
"y_hat[458]";-2.71;0;0.15;-3.02;-2.81;-2.71;-2.61;-2.42;2163.14;1
"y_hat[459]";-3.67;0.01;0.25;-4.16;-3.84;-3.66;-3.5;-3.2;714.84;1
"y_hat[460]";-4.33;0.02;0.35;-5.02;-4.56;-4.32;-4.08;-3.67;510.16;1
"y_hat[461]";-3.01;0;0.17;-3.36;-3.13;-3.01;-2.9;-2.67;1541.89;1
"y_hat[462]";-3.85;0.01;0.27;-4.39;-4.03;-3.84;-3.66;-3.33;638.85;1
"y_hat[463]";-4.06;0.01;0.3;-4.66;-4.26;-4.05;-3.84;-3.48;571.12;1
"y_hat[464]";-3.83;0.01;0.27;-4.36;-4.01;-3.82;-3.64;-3.32;646.14;1
"y_hat[465]";-4.44;0.02;0.37;-5.17;-4.68;-4.43;-4.17;-3.74;491.05;1
"y_hat[466]";-0.37;0;0.06;-0.5;-0.41;-0.37;-0.32;-0.25;1059.16;1
"y_hat[467]";-0.58;0;0.07;-0.72;-0.62;-0.58;-0.53;-0.45;921.45;1
"y_hat[468]";-3.99;0.01;0.29;-4.57;-4.18;-3.98;-3.78;-3.43;591.22;1
"y_hat[469]";-4.62;0.02;0.41;-5.44;-4.89;-4.6;-4.33;-3.86;464.57;1
"y_hat[470]";-4.62;0.02;0.41;-5.44;-4.89;-4.6;-4.33;-3.86;464.57;1
"y_hat[471]";0.41;0;0.06;0.29;0.37;0.41;0.46;0.54;1667.76;1
"y_hat[472]";0.02;0;0.06;-0.1;-0.02;0.02;0.05;0.12;2211.49;1
"y_hat[473]";-4.83;0.02;0.45;-5.75;-5.14;-4.82;-4.51;-4;439.82;1
"y_hat[474]";0.45;0;0.06;0.33;0.41;0.45;0.49;0.57;1518.08;1
"y_hat[475]";-4.74;0.02;0.43;-5.61;-5.03;-4.73;-4.43;-3.94;449.81;1
"y_hat[476]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.61;1277.08;1
"y_hat[477]";0.45;0;0.06;0.34;0.41;0.45;0.49;0.57;1281.11;1
"y_hat[478]";-4.55;0.02;0.39;-5.34;-4.81;-4.54;-4.27;-3.82;473.41;1
"y_hat[479]";0.14;0;0.06;0.02;0.1;0.14;0.17;0.24;2276.33;1
"y_hat[480]";0.08;0;0.06;-0.03;0.04;0.08;0.12;0.19;2276.67;1
"y_hat[481]";-3.89;0.01;0.28;-4.44;-4.07;-3.89;-3.69;-3.37;622.81;1
"y_hat[482]";0.16;0;0.06;0.04;0.12;0.16;0.19;0.27;2260.67;1
"y_hat[483]";-4.68;0.02;0.42;-5.52;-4.95;-4.66;-4.38;-3.9;457.19;1
"y_hat[484]";-1.82;0;0.11;-2.03;-1.9;-1.82;-1.75;-1.61;1946.47;1
"y_hat[485]";-3.89;0.01;0.28;-4.44;-4.07;-3.89;-3.69;-3.37;622.94;1
"y_hat[486]";-3.89;0.01;0.28;-4.44;-4.07;-3.89;-3.69;-3.37;622.94;1
"y_hat[487]";-0.34;0;0.06;-0.47;-0.39;-0.34;-0.3;-0.23;1085.49;1
"y_hat[488]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1205.65;1
"y_hat[489]";-3.84;0.01;0.27;-4.38;-4.02;-3.83;-3.65;-3.33;641.85;1
"y_hat[490]";-5.33;0.03;0.58;-6.5;-5.72;-5.31;-4.92;-4.29;400.66;1
"y_hat[491]";0.33;0;0.06;0.21;0.29;0.32;0.36;0.44;1711.01;1
"y_hat[492]";-0.63;0;0.07;-0.78;-0.68;-0.63;-0.58;-0.5;904.12;1
"y_hat[493]";0.41;0;0.06;0.29;0.37;0.41;0.45;0.53;1685.22;1
"y_hat[494]";-3.78;0.01;0.26;-4.31;-3.96;-3.78;-3.6;-3.29;663.02;1
"y_hat[495]";-4.27;0.01;0.34;-4.94;-4.49;-4.26;-4.03;-3.62;521.12;1
"y_hat[496]";0.31;0;0.06;0.19;0.27;0.31;0.35;0.42;1784.41;1
"y_hat[497]";-4.08;0.01;0.31;-4.69;-4.28;-4.08;-3.87;-3.5;564.4;1
"y_hat[498]";-4.13;0.01;0.32;-4.76;-4.34;-4.13;-3.91;-3.53;551.74;1
"y_hat[499]";0.48;0;0.06;0.36;0.44;0.48;0.52;0.6;1315.98;1
"y_hat[500]";-4.5;0.02;0.38;-5.26;-4.75;-4.49;-4.22;-3.78;481.63;1
"y_hat[501]";-3.46;0.01;0.22;-3.9;-3.61;-3.45;-3.31;-3.04;843.42;1
"y_hat[502]";0.15;0;0.06;0.03;0.11;0.15;0.18;0.25;2269.09;1
"y_hat[503]";0.39;0;0.06;0.28;0.35;0.39;0.43;0.5;1475.58;1
"y_hat[504]";-4.09;0.01;0.31;-4.71;-4.3;-4.09;-3.88;-3.51;561.38;1
"y_hat[505]";-4.48;0.02;0.38;-5.23;-4.73;-4.47;-4.2;-3.77;484.54;1
"y_hat[506]";0.18;0;0.06;0.07;0.15;0.19;0.22;0.29;2227.43;1
"y_hat[507]";-4.07;0.01;0.31;-4.67;-4.27;-4.06;-3.85;-3.49;568.06;1
"y_hat[508]";-4.48;0.02;0.38;-5.25;-4.74;-4.48;-4.21;-3.78;483.25;1
"y_hat[509]";0.45;0;0.06;0.33;0.4;0.45;0.49;0.56;1289.23;1
"y_hat[510]";0.38;0;0.06;0.27;0.34;0.38;0.42;0.5;1491.86;1
"y_hat[511]";-3.72;0.01;0.25;-4.22;-3.89;-3.71;-3.54;-3.24;692.47;1
"y_hat[512]";-4.73;0.02;0.43;-5.6;-5.02;-4.72;-4.42;-3.94;450.9;1
"y_hat[513]";-0.88;0;0.08;-1.05;-0.94;-0.88;-0.83;-0.73;887.2;1
"y_hat[514]";-1.8;0;0.11;-2.01;-1.88;-1.8;-1.73;-1.59;1916.24;1
"y_hat[515]";-3.14;0.01;0.19;-3.51;-3.26;-3.13;-3.01;-2.78;1351.96;1
"y_hat[516]";-4.26;0.01;0.34;-4.93;-4.48;-4.25;-4.02;-3.62;523.74;1
"y_hat[517]";-0.02;0;0.06;-0.13;-0.05;-0.01;0.02;0.09;2161.98;1
"y_hat[518]";-4.47;0.02;0.38;-5.23;-4.73;-4.47;-4.2;-3.77;484.8;1
"y_hat[519]";-4.69;0.02;0.42;-5.54;-4.97;-4.68;-4.39;-3.91;455.47;1
"y_hat[520]";-5.14;0.03;0.53;-6.21;-5.49;-5.13;-4.77;-4.18;413.3;1
"y_hat[521]";0.1;0;0.06;-0.01;0.07;0.11;0.14;0.21;2283.24;1
"y_hat[522]";-0.12;0;0.06;-0.24;-0.16;-0.12;-0.08;-0.01;1950.78;1
"y_hat[523]";-3.97;0.01;0.29;-4.55;-4.17;-3.97;-3.77;-3.42;595.04;1
"y_hat[524]";-4.12;0.01;0.31;-4.75;-4.33;-4.12;-3.9;-3.52;553.88;1
"y_hat[525]";-1.18;0;0.09;-1.36;-1.24;-1.18;-1.12;-1.01;998.26;1
"y_hat[526]";-2.3;0;0.13;-2.55;-2.38;-2.3;-2.21;-2.05;2583.77;1
"y_hat[527]";-0.51;0;0.07;-0.65;-0.55;-0.5;-0.46;-0.38;954.69;1
"y_hat[528]";-2.07;0;0.12;-2.3;-2.15;-2.07;-1.99;-1.84;2315.57;1
"y_hat[529]";-0.75;0;0.08;-0.91;-0.8;-0.75;-0.7;-0.61;884.05;1
"y_hat[530]";-0.08;0;0.06;-0.2;-0.12;-0.08;-0.04;0.03;2040.1;1
"y_hat[531]";0.48;0;0.06;0.36;0.43;0.48;0.52;0.6;1331.06;1
"y_hat[532]";0.46;0;0.06;0.35;0.42;0.46;0.5;0.58;1405.95;1
"y_hat[533]";-0.54;0;0.07;-0.69;-0.59;-0.54;-0.49;-0.41;936.16;1
"y_hat[534]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1206.78;1
"y_hat[535]";0.49;0;0.06;0.37;0.45;0.49;0.53;0.61;1262.99;1
"y_hat[536]";-3.83;0.01;0.27;-4.37;-4.01;-3.83;-3.64;-3.32;643.18;1
"y_hat[537]";-5.05;0.02;0.5;-6.06;-5.38;-5.03;-4.69;-4.12;420.64;1
"y_hat[538]";-3.52;0.01;0.23;-3.97;-3.67;-3.51;-3.36;-3.08;803.73;1
"y_hat[539]";0.22;0;0.06;0.1;0.18;0.22;0.25;0.33;2173.64;1
"y_hat[540]";-3.04;0;0.18;-3.4;-3.16;-3.04;-2.92;-2.7;1494.47;1
"y_hat[541]";-3.43;0.01;0.22;-3.86;-3.57;-3.42;-3.28;-3.01;869.13;1
"y_hat[542]";-3.43;0.01;0.22;-3.86;-3.57;-3.42;-3.28;-3.01;869.13;1
