snail_ID;ref_ecotype;ref_size;length_mm;thick_mean_mm;DistAlongPath;sex;dur_mean;dur_max;mountYNcontact;male_size;female_size;test_Pact;size_ratio;size_ratio2;log_male;log_female;Shape;shore;type;ref_Pact;both_Pactive;CS;SN_rock;SN_barnacle;SN_fucus;topo
CZB106;wave;5.7;9.0811754;0.338666667;78.74215197;male;NA;NA;0;9.0811754;5.7;1;-0.465737459;0.21691138;2.206203634;1.740466175;0.07072684;CZB;SNN;0.491666667;0.745833333;12.84468757;-1;-0.775616655;-1;0.644
CZB106;wave;6.9;9.0811754;0.338666667;78.74215197;male;NA;NA;0;9.0811754;6.9;0.95;-0.274682222;0.075450323;2.206203634;1.931521412;0.07072684;CZB;SNN;0.991666667;0.970833333;12.84468757;-1;-0.775616655;-1;0.644
CZB102;crab;8.5;10.23405695;0.551666667;78.86995626;male;53;53;1;10.23405695;8.5;0.983333333;-0.185654912;0.034467746;2.325721075;2.140066163;0.05145942;CZB;SBN;0.975;0.979166667;15.46752406;-1;-0.585081452;-0.964816639;0.698
CZB102;crab;12.2;10.23405695;0.551666667;78.86995626;male;18;33;1;10.23405695;12.2;0.975;0.175714877;0.030875718;2.325721075;2.501435952;0.05145942;CZB;SBN;0.975;0.975;15.46752406;-1;-0.585081452;-0.964816639;0.698
CZB102;wave;5.7;10.23405695;0.551666667;78.86995626;male;NA;NA;0;10.23405695;5.7;1;-0.5852549;0.342523298;2.325721075;1.740466175;0.05145942;CZB;SBN;1;1;15.46752406;-1;-0.585081452;-0.964816639;0.698
CZB102;wave;8.4;10.23405695;0.551666667;78.86995626;male;NA;NA;0;10.23405695;8.4;0.975;-0.197489369;0.039002051;2.325721075;2.128231706;0.05145942;CZB;SBN;0.95;0.9625;15.46752406;-1;-0.585081452;-0.964816639;0.698
CZC451;crab;10.7;9.233958583;0.371;79.14245101;male;22.75;48;1;9.233958583;10.7;0.966666667;0.147355903;0.021713762;2.222887839;2.370243741;0.05369504;CZC;SNN;0.991666667;0.979166667;13.32200635;-0.700930035;-0.962733538;-1;0.459
CZC451;crab;15.2;9.233958583;0.371;79.14245101;male;7;7;1;9.233958583;15.2;0.991666667;0.498407589;0.248410125;2.222887839;2.721295428;0.05369504;CZC;SNN;0.991666667;0.991666667;13.32200635;-0.700930035;-0.962733538;-1;0.459
CZC451;wave;8.6;9.233958583;0.371;79.14245101;male;123;123;1;9.233958583;8.6;0.958333333;-0.071125636;0.005058856;2.222887839;2.151762203;0.05369504;CZC;SNN;1;0.979166667;13.32200635;-0.700930035;-0.962733538;-1;0.459
CZB108;crab;9.4;13.59122198;0.604;79.30964228;male;NA;NA;0;13.59122198;9.4;0.991666667;-0.368714452;0.135950347;2.609424142;2.240709689;-0.010070917;CZB;SNN;0.95;0.970833333;19.91051074;-1;-0.682689338;-0.823862112;0.56
CZB108;crab;9.7;13.59122198;0.604;79.30964228;male;NA;NA;0;13.59122198;9.7;0.975;-0.337298256;0.113770114;2.609424142;2.272125886;-0.010070917;CZB;SNN;0.991666667;0.983333333;19.91051074;-1;-0.682689338;-0.823862112;0.56
CZB108;wave;5.5;13.59122198;0.604;79.30964228;male;NA;NA;0;13.59122198;5.5;0.925;-0.904676049;0.818438754;2.609424142;1.704748092;-0.010070917;CZB;SNN;0.933333333;0.929166667;19.91051074;-1;-0.682689338;-0.823862112;0.56
CZB108;wave;7.6;13.59122198;0.604;79.30964228;male;NA;NA;0;13.59122198;7.6;0.991666667;-0.581275894;0.337881665;2.609424142;2.028148247;-0.010070917;CZB;SNN;0.941666667;0.966666667;19.91051074;-1;-0.682689338;-0.823862112;0.56
CZD183;crab;11.5;9.233120506;0.363666667;79.31010309;female;NA;NA;0;11.5;9.233120506;1;-0.219549961;0.048202185;2.442347035;2.222797074;0.024798898;CZD;RNN;0.975;0.9875;13.65192624;NA;NA;NA;NA
CZD183;crab;12.4;9.233120506;0.363666667;79.31010309;female;NA;NA;1;12.4;9.233120506;1;-0.294899398;0.086965655;2.517696473;2.222797074;0.024798898;CZD;RNN;0.95;0.975;13.65192624;NA;NA;NA;NA
CZD183;wave;3.1;9.233120506;0.363666667;79.31010309;female;NA;NA;0;3.1;9.233120506;1;1.091394963;1.191142965;1.131402111;2.222797074;0.024798898;CZD;RNN;1;1;13.65192624;NA;NA;NA;NA
CZB100;crab;8.5;11.8060447;0.511333333;79.44248574;male;NA;NA;0;11.8060447;8.5;0.583333333;-0.3285455;0.107942145;2.468611663;2.140066163;0.073044369;CZB;SNN;0.983333333;0.783333333;16.89419526;-1;-0.620915707;-0.722167431;0.56
CZB100;crab;11.6;11.8060447;0.511333333;79.44248574;male;NA;NA;0;11.8060447;11.6;0.975;-0.017606565;0.000309991;2.468611663;2.451005098;0.073044369;CZB;SNN;0.991666667;0.983333333;16.89419526;-1;-0.620915707;-0.722167431;0.56
CZB100;wave;5.1;11.8060447;0.511333333;79.44248574;male;NA;NA;0;11.8060447;5.1;0.991666667;-0.839371123;0.704543883;2.468611663;1.62924054;0.073044369;CZB;SNN;0.95;0.970833333;16.89419526;-1;-0.620915707;-0.722167431;0.56
CZB100;wave;5.8;11.8060447;0.511333333;79.44248574;male;NA;NA;0;11.8060447;5.8;0.891666667;-0.710753745;0.505170887;2.468611663;1.757857918;0.073044369;CZB;SNN;0.941666667;0.916666667;16.89419526;-1;-0.620915707;-0.722167431;0.56
CZB109;crab;8.6;11.7799665;0.62;79.47617973;male;NA;NA;0;11.7799665;8.6;0.983333333;-0.314638131;0.098997154;2.466400334;2.151762203;-1.57e-05;CZB;SBN;0.941666667;0.9625;17.44066949;-1;-0.625328125;-0.726202595;0.56
CZB109;crab;12.4;11.7799665;0.62;79.47617973;male;NA;NA;0;11.7799665;12.4;0.983333333;0.051296138;0.002631294;2.466400334;2.517696473;-1.57e-05;CZB;SBN;0.966666667;0.975;17.44066949;-1;-0.625328125;-0.726202595;0.56
CZB109;wave;6.7;11.7799665;0.62;79.47617973;male;NA;NA;0;11.7799665;6.7;0.95;-0.564292808;0.318426373;2.466400334;1.902107526;-1.57e-05;CZB;SBN;0.941666667;0.945833333;17.44066949;-1;-0.625328125;-0.726202595;0.56
CZB109;wave;7.1;11.7799665;0.62;79.47617973;male;NA;NA;0;11.7799665;7.1;0.958333333;-0.50630555;0.25634531;2.466400334;1.960094784;-1.57e-05;CZB;SBN;0.975;0.966666667;17.44066949;-1;-0.625328125;-0.726202595;0.56
CZC455;crab;11.9;12.06858007;0.477666667;79.86846202;male;46;46;1;12.06858007;11.9;0.991666667;-0.014066987;0.00019788;2.490605387;2.4765384;0.085110798;CZC;SNN;0.958333333;0.975;17.2973126;-1;-0.362098191;-0.303687215;0.483
CZC455;crab;15.4;12.06858007;0.477666667;79.86846202;male;32;54;1;12.06858007;15.4;0.8;0.243762122;0.059419972;2.490605387;2.734367509;0.085110798;CZC;SNN;0.908333333;0.854166667;17.2973126;-1;-0.362098191;-0.303687215;0.483
CZC455;wave;5.3;12.06858007;0.477666667;79.86846202;male;NA;NA;0;12.06858007;5.3;1;-0.822898566;0.677162051;2.490605387;1.667706821;0.085110798;CZC;SNN;0.975;0.9875;17.2973126;-1;-0.362098191;-0.303687215;0.483
CZC455;wave;5.8;12.06858007;0.477666667;79.86846202;male;NA;NA;0;12.06858007;5.8;0.975;-0.732747469;0.536918854;2.490605387;1.757857918;0.085110798;CZC;SNN;0.925;0.95;17.2973126;-1;-0.362098191;-0.303687215;0.483
CZB547;crab;11.9;11.55527834;0.574;79.90741306;female;NA;NA;0;11.9;11.55527834;0.991666667;-0.029396068;0.000864129;2.4765384;2.447142332;0.046611255;CZB;SNN;0.991666667;0.991666667;16.75260577;-1;-0.863920301;-1;0.697
CZB547;crab;13.2;11.55527834;0.574;79.90741306;female;NA;NA;0;13.2;11.55527834;0.958333333;-0.133074498;0.017708822;2.58021683;2.447142332;0.046611255;CZB;SNN;0.925;0.941666667;16.75260577;-1;-0.863920301;-1;0.697
CZB547;wave;3.3;11.55527834;0.574;79.90741306;female;NA;NA;0;3.3;11.55527834;0.966666667;1.253219863;1.570560026;1.193922468;2.447142332;0.046611255;CZB;SNN;0.983333333;0.975;16.75260577;-1;-0.863920301;-1;0.697
CZB547;wave;6.7;11.55527834;0.574;79.90741306;female;8;8;1;6.7;11.55527834;0.933333333;0.545034805;0.297062939;1.902107526;2.447142332;0.046611255;CZB;SNN;0.983333333;0.958333333;16.75260577;-1;-0.863920301;-1;0.697
CZC152;crab;12.9;3.277090623;0.060666667;8.617479347;male;20;20;1;3.277090623;12.9;0.983333333;1.370271288;1.877643402;1.186956024;2.557227311;-0.074810061;CZC;RNN;0.983333333;0.983333333;4.791853656;1;-1;-1;0.532
CZC152;crab;15.2;3.277090623;0.060666667;8.617479347;male;NA;NA;0;3.277090623;15.2;0.991666667;1.534339404;2.354197407;1.186956024;2.721295428;-0.074810061;CZC;RNN;0.9;0.945833333;4.791853656;1;-1;-1;0.532
CZA602;crab;10.09;3.684461427;0.101666667;8.872310834;male;NA;NA;0;3.684461427;10.09;0.958333333;1.007420472;1.014896008;1.304124362;2.311544834;-0.120257178;CZA;NA;NA;NA;NA;1;-1;-1;NA
CZA602;wave;6.06;3.684461427;0.101666667;8.872310834;male;34.5;38;1;3.684461427;6.06;0.958333333;0.497585438;0.247591268;1.304124362;1.8017098;-0.120257178;CZA;NA;NA;NA;NA;1;-1;-1;NA
CZD189;crab;10.2;9.193049661;0.227;80.04511716;female;NA;NA;0;10.2;9.193049661;1;-0.103939993;0.010803522;2.32238772;2.218447727;0.037110309;CZD;RNN;0.95;0.975;12.69886566;NA;NA;NA;NA
CZD189;wave;2.9;9.193049661;0.227;80.04511716;female;NA;NA;0;2.9;9.193049661;1;1.15373699;1.331109042;1.064710737;2.218447727;0.037110309;CZD;RNN;0.991666667;0.995833333;12.69886566;NA;NA;NA;NA
CZD189;wave;3.6;9.193049661;0.227;80.04511716;female;NA;NA;0;3.6;9.193049661;1;0.937513881;0.878932278;1.280933845;2.218447727;0.037110309;CZD;RNN;1;1;12.69886566;NA;NA;NA;NA
CZB114;crab;11.2;14.86175739;0.484333333;80.30544593;male;22;22;1;14.86175739;11.2;0.983333333;-0.282877517;0.08001969;2.698791295;2.415913778;0.103683213;CZB;SNN;0.983333333;0.983333333;20.93241693;-1;-1;-1;0.661
CZB114;crab;11.3;14.86175739;0.484333333;80.30544593;male;24.5;28;1;14.86175739;11.3;0.975;-0.27398857;0.075069736;2.698791295;2.424802726;0.103683213;CZB;SNN;0.975;0.975;20.93241693;-1;-1;-1;0.661
CZB114;wave;5.5;14.86175739;0.484333333;80.30544593;male;NA;NA;0;14.86175739;5.5;1;-0.994043203;0.98812189;2.698791295;1.704748092;0.103683213;CZB;SNN;0.858333333;0.929166667;20.93241693;-1;-1;-1;0.661
CZB114;wave;7.4;14.86175739;0.484333333;80.30544593;male;NA;NA;0;14.86175739;7.4;1;-0.697311295;0.486243042;2.698791295;2.00148;0.103683213;CZB;SNN;0.966666667;0.983333333;20.93241693;-1;-1;-1;0.661
CZC454;crab;10.9;9.732256247;0.294333333;80.39710707;female;77;77;1;10.9;9.732256247;1;-0.113317034;0.01284075;2.388762789;2.275445755;0.05041709;CZC;SNN;0.9;0.95;14.00679412;-1;-0.574839753;-0.445467604;0.372
CZC454;crab;13.5;9.732256247;0.294333333;80.39710707;female;NA;NA;0;13.5;9.732256247;1;-0.327243931;0.10708859;2.602689685;2.275445755;0.05041709;CZC;SNN;1;1;14.00679412;-1;-0.574839753;-0.445467604;0.372
CZD186;wave;3.2;6.138286374;0.198333333;80.52357281;female;9.666666667;11;1;3.2;6.138286374;1;0.651394801;0.424315187;1.16315081;1.814545611;-0.075540874;CZD;RNN;1;1;9.293087718;NA;NA;NA;NA
CZD186;wave;3.6;6.138286374;0.198333333;80.52357281;female;NA;NA;0;3.6;6.138286374;1;0.533611766;0.284741516;1.280933845;1.814545611;-0.075540874;CZD;RNN;0.991666667;0.995833333;9.293087718;NA;NA;NA;NA
CZB542;crab;11.1;10.20064596;0.424;80.61664388;male;NA;NA;0;10.20064596;11.1;0.991666667;0.084494061;0.007139246;2.322451048;2.406945108;0.051890304;CZB;SBN;0.991666667;0.991666667;15.48084552;-1;0.246148721;-0.344617847;0.616
CZB542;crab;14.4;10.20064596;0.424;80.61664388;male;5;7;1;10.20064596;14.4;0.95;0.344777159;0.118871289;2.322451048;2.667228207;0.051890304;CZB;SBN;0.916666667;0.933333333;15.48084552;-1;0.246148721;-0.344617847;0.616
CZB542;wave;5;10.20064596;0.424;80.61664388;male;NA;NA;0;10.20064596;5;0.991666667;-0.713013135;0.508387731;2.322451048;1.609437912;0.051890304;CZB;SBN;0.933333333;0.9625;15.48084552;-1;0.246148721;-0.344617847;0.616
CZB542;wave;8.8;10.20064596;0.424;80.61664388;male;NA;NA;0;10.20064596;8.8;1;-0.147699326;0.021815091;2.322451048;2.174751721;0.051890304;CZB;SBN;1;1;15.48084552;-1;0.246148721;-0.344617847;0.616
CZB110;crab;13.7;10.93951064;0.446666667;80.7756161;male;NA;NA;0;10.93951064;13.7;0.991666667;0.225014768;0.050631646;2.392381065;2.617395833;0.0299981;CZB;SNN;0.966666667;0.979166667;16.02802957;-1;-0.297829095;-0.464209383;0.616
CZB110;crab;14.8;10.93951064;0.446666667;80.7756161;male;11;11;1;10.93951064;14.8;0.975;0.302246116;0.091352715;2.392381065;2.694627181;0.0299981;CZB;SNN;0.991666667;0.983333333;16.02802957;-1;-0.297829095;-0.464209383;0.616
CZB110;wave;4;10.93951064;0.446666667;80.7756161;male;1;1;1;10.93951064;4;0.991666667;-1.006086704;1.012210455;2.392381065;1.386294361;0.0299981;CZB;SNN;0.991666667;0.991666667;16.02802957;-1;-0.297829095;-0.464209383;0.616
CZB110;wave;5;10.93951064;0.446666667;80.7756161;male;NA;NA;0;10.93951064;5;0.975;-0.782943152;0.61299998;2.392381065;1.609437912;0.0299981;CZB;SNN;0.95;0.9625;16.02802957;-1;-0.297829095;-0.464209383;0.616
CZC457;crab;9.1;13.79814223;0.541333333;80.7845097;female;1;1;1;9.1;13.79814223;0.975;0.416259549;0.173272012;2.208274414;2.624533962;0.062656322;CZC;SNN;0.991666667;0.983333333;19.90070916;-1;-0.921341797;-0.740712589;0.372
CZC457;crab;10;13.79814223;0.541333333;80.7845097;female;6;7;1;10;13.79814223;1;0.321948869;0.103651074;2.302585093;2.624533962;0.062656322;CZC;SNN;0.875;0.9375;19.90070916;-1;-0.921341797;-0.740712589;0.372
CZC457;wave;3.7;13.79814223;0.541333333;80.7845097;female;NA;NA;0;3.7;13.79814223;0.975;1.316201142;1.732385447;1.30833282;2.624533962;0.062656322;CZC;SNN;1;0.9875;19.90070916;-1;-0.921341797;-0.740712589;0.372
CZC457;wave;4.2;13.79814223;0.541333333;80.7845097;female;NA;NA;0;4.2;13.79814223;1;1.189449437;1.414789963;1.435084525;2.624533962;0.062656322;CZC;SNN;1;1;19.90070916;-1;-0.921341797;-0.740712589;0.372
CZB544;crab;11.9;11.13581772;0.511333333;80.88272369;male;17;17;1;11.13581772;11.9;0.991666667;0.066371665;0.004405198;2.410166735;2.4765384;0.036276712;CZB;SNF;0.975;0.983333333;15.89146912;-1;-0.611951767;-0.476653048;0.662
CZB544;crab;13.2;11.13581772;0.511333333;80.88272369;male;NA;NA;0;11.13581772;13.2;0.9;0.170050095;0.028917035;2.410166735;2.58021683;0.036276712;CZB;SNF;0.983333333;0.941666667;15.89146912;-1;-0.611951767;-0.476653048;0.662
CZB544;wave;5.5;11.13581772;0.511333333;80.88272369;male;NA;NA;0;11.13581772;5.5;0.866666667;-0.705418643;0.497615461;2.410166735;1.704748092;0.036276712;CZB;SNF;0.958333333;0.9125;15.89146912;-1;-0.611951767;-0.476653048;0.662
CZB544;wave;6.8;11.13581772;0.511333333;80.88272369;male;NA;NA;0;11.13581772;6.8;0.966666667;-0.493244123;0.243289765;2.410166735;1.916922612;0.036276712;CZB;SNF;0.958333333;0.9625;15.89146912;-1;-0.611951767;-0.476653048;0.662
CZD184;wave;3.1;5.372929215;0.209666667;80.88306488;female;NA;NA;0;3.1;5.372929215;1;0.549971126;0.302468239;1.131402111;1.681373237;-0.069461078;CZD;RBN;1;1;8.06600299;NA;NA;NA;NA
CZD185;crab;10;4.411255343;0.175;80.91108846;female;NA;NA;0;10;4.411255343;1;-0.818425786;0.669820767;2.302585093;1.484159307;-0.035731947;CZD;RBN;0.925;0.9625;6.716614423;NA;NA;NA;NA
CZD185;crab;10;4.411255343;0.175;80.91108846;female;NA;NA;0;10;4.411255343;1;-0.818425786;0.669820767;2.302585093;1.484159307;-0.035731947;CZD;RBN;0.975;0.9875;6.716614423;NA;NA;NA;NA
CZD185;wave;3.1;4.411255343;0.175;80.91108846;female;NA;NA;0;3.1;4.411255343;1;0.352757196;0.124437639;1.131402111;1.484159307;-0.035731947;CZD;RBN;1;1;6.716614423;NA;NA;NA;NA
CZB549;crab;10.8;11.39566215;0.472333333;81.2758271;male;6.5;9;1;11.39566215;10.8;0.966666667;-0.053686636;0.002882255;2.43323277;2.379546134;0.068847264;CZB;SNN;0.991666667;0.979166667;16.70780397;-1;-0.903244568;-0.715995756;0.559
CZB549;crab;10.9;11.39566215;0.472333333;81.2758271;male;5;5;1;11.39566215;10.9;0.991666667;-0.044469981;0.001977579;2.43323277;2.388762789;0.068847264;CZB;SNN;0.975;0.983333333;16.70780397;-1;-0.903244568;-0.715995756;0.559
CZB549;wave;5.6;11.39566215;0.472333333;81.2758271;male;NA;NA;0;11.39566215;5.6;0.983333333;-0.710466172;0.504762182;2.43323277;1.722766598;0.068847264;CZB;SNN;0.933333333;0.958333333;16.70780397;-1;-0.903244568;-0.715995756;0.559
CZB549;wave;7.4;11.39566215;0.472333333;81.2758271;male;77;77;1;11.39566215;7.4;0.933333333;-0.43175277;0.186410454;2.43323277;2.00148;0.068847264;CZB;SNN;1;0.966666667;16.70780397;-1;-0.903244568;-0.715995756;0.559
CZB548;crab;9.8;11.1217243;0.399666667;81.31699956;female;3.5;4;1;9.8;11.1217243;0.95;0.126517954;0.016006793;2.282382386;2.40890034;0.040347368;CZB;SNN;0.95;0.95;16.27915975;-1;-0.993703018;-0.978972118;0.641
CZB548;crab;11.6;11.1217243;0.399666667;81.31699956;female;52;52;1;11.6;11.1217243;1;-0.042104758;0.001772811;2.451005098;2.40890034;0.040347368;CZB;SNN;1;1;16.27915975;-1;-0.993703018;-0.978972118;0.641
CZB548;wave;6.6;11.1217243;0.399666667;81.31699956;female;22;22;1;6.6;11.1217243;1;0.521830691;0.27230727;1.887069649;2.40890034;0.040347368;CZB;SNN;1;1;16.27915975;-1;-0.993703018;-0.978972118;0.641
CZD188;crab;11;3.502684387;0.129333333;81.38116883;female;NA;NA;0;11;3.502684387;1;-1.144365631;1.309572696;2.397895273;1.253529642;-0.047116358;CZD;RBN;0.95;0.975;5.298443716;NA;NA;NA;NA
CZD188;wave;3.7;3.502684387;0.129333333;81.38116883;female;28;28;1;3.7;3.502684387;1;-0.054803177;0.003003388;1.30833282;1.253529642;-0.047116358;CZD;RBN;0.975;0.9875;5.298443716;NA;NA;NA;NA
CZD199;crab;11.1;7.740035695;0.318;81.63418059;male;3;3;1;7.740035695;11.1;0.991666667;0.360538809;0.129988233;2.046406299;2.406945108;-0.041581428;CZD;RNN;0.908333333;0.95;11.29803356;NA;NA;NA;NA
CZD199;crab;12.7;7.740035695;0.318;81.63418059;male;NA;NA;0;7.740035695;12.7;0.991666667;0.495195694;0.245218775;2.046406299;2.541601993;-0.041581428;CZD;RNN;0.933333333;0.9625;11.29803356;NA;NA;NA;NA
CZD199;wave;3.3;7.740035695;0.318;81.63418059;male;NA;NA;0;7.740035695;3.3;1;-0.852483831;0.726728682;2.046406299;1.193922468;-0.041581428;CZD;RNN;0.975;0.9875;11.29803356;NA;NA;NA;NA
CZC459;crab;10.2;9.716745343;0.303;81.63443945;female;59;59;1;10.2;9.716745343;1;-0.048536999;0.00235584;2.32238772;2.273850721;0.112873045;CZC;SNN;1;1;13.77073136;-1;-1;-1;0.947
CZC459;crab;12;9.716745343;0.303;81.63443945;female;NA;NA;0;12;9.716745343;1;-0.211055929;0.044544605;2.48490665;2.273850721;0.112873045;CZC;SNN;1;1;13.77073136;-1;-1;-1;0.947
CZC459;wave;3.8;9.716745343;0.303;81.63443945;female;NA;NA;0;3.8;9.716745343;1;0.938849654;0.881438674;1.335001067;2.273850721;0.112873045;CZC;SNN;0.95;0.975;13.77073136;-1;-1;-1;0.947
CZB115;crab;10.4;12.12328219;0.477666667;81.70664595;male;44;81;1;12.12328219;10.4;0.983333333;-0.153321946;0.023507619;2.495127752;2.341805806;0.061093133;CZB;SNN;0.983333333;0.983333333;17.11215667;-1;-0.944148298;-0.981622626;0.641
CZB115;crab;13.7;12.12328219;0.477666667;81.70664595;male;41.66666667;80;1;12.12328219;13.7;0.991666667;0.122268081;0.014949484;2.495127752;2.617395833;0.061093133;CZB;SNN;0.941666667;0.966666667;17.11215667;-1;-0.944148298;-0.981622626;0.641
CZB115;wave;4.5;12.12328219;0.477666667;81.70664595;male;NA;NA;0;12.12328219;4.5;1;-0.991050355;0.982180806;2.495127752;1.504077397;0.061093133;CZB;SNN;1;1;17.11215667;-1;-0.944148298;-0.981622626;0.641
CZD190;crab;14;3.210988403;0.079666667;81.85742327;male;NA;NA;0;3.210988403;14;0.991666667;1.472478526;2.16819301;1.166578803;2.63905733;-0.110259405;CZD;RNN;0.566666667;0.779166667;4.864051296;NA;NA;NA;NA
CZD190;wave;3;3.210988403;0.079666667;81.85742327;male;24;24;1;3.210988403;3;1;-0.067966515;0.004619447;1.166578803;1.098612289;-0.110259405;CZD;RNN;0.95;0.975;4.864051296;NA;NA;NA;NA
CZB117;crab;13.2;12.44966213;0.606;81.9193772;male;20;32;1;12.44966213;13.2;0.991666667;0.058523345;0.003424982;2.521693484;2.58021683;0.013924186;CZB;SNF;0.975;0.983333333;18.35090292;-1;-0.6452182;-0.431415918;0.596
CZB117;wave;8.7;12.44966213;0.606;81.9193772;male;NA;NA;0;12.44966213;8.7;0.991666667;-0.358370459;0.128429386;2.521693484;2.163323026;0.013924186;CZB;SNF;0.991666667;0.991666667;18.35090292;-1;-0.6452182;-0.431415918;0.596
CZB118;crab;11;11.75869529;0.550666667;82.00521404;male;107;107;1;11.75869529;11;0.566666667;-0.066697719;0.004448586;2.464592992;2.397895273;0.026342755;CZB;SNF;0.908333333;0.7375;17.44434526;-1;-0.392506399;-0.285129048;0.759
CZB118;crab;11.7;11.75869529;0.550666667;82.00521404;male;NA;NA;0;11.75869529;11.7;0.991666667;-0.00500415;2.5e-05;2.464592992;2.459588842;0.026342755;CZB;SNF;0.991666667;0.991666667;17.44434526;-1;-0.392506399;-0.285129048;0.759
CZB118;wave;6.5;11.75869529;0.550666667;82.00521404;male;NA;NA;0;11.75869529;6.5;1;-0.592790815;0.35140095;2.464592992;1.871802177;0.026342755;CZB;SNF;1;1;17.44434526;-1;-0.392506399;-0.285129048;0.759
CZB118;wave;6.9;11.75869529;0.550666667;82.00521404;male;NA;NA;0;11.75869529;6.9;1;-0.53307158;0.284165309;2.464592992;1.931521412;0.026342755;CZB;SNF;0.95;0.975;17.44434526;-1;-0.392506399;-0.285129048;0.759
CZB120;crab;11.4;11.67180184;0.474333333;83.04058258;female;NA;NA;0;11.4;11.67180184;1;0.023562478;0.00055519;2.433613355;2.457175834;0.076647435;CZB;SNN;1;1;17.09032781;-1;-0.380825555;-0.364214035;0.596
CZB120;crab;12.2;11.67180184;0.474333333;83.04058258;female;76;76;1;12.2;11.67180184;1;-0.044260118;0.001958958;2.501435952;2.457175834;0.076647435;CZB;SNN;0.958333333;0.979166667;17.09032781;-1;-0.380825555;-0.364214035;0.596
CZB120;wave;3.3;11.67180184;0.474333333;83.04058258;female;NA;NA;0;3.3;11.67180184;1;1.263253365;1.595809065;1.193922468;2.457175834;0.076647435;CZB;SNN;1;1;17.09032781;-1;-0.380825555;-0.364214035;0.596
CZB120;wave;4;11.67180184;0.474333333;83.04058258;female;NA;NA;0;4;11.67180184;1;1.070881473;1.146787128;1.386294361;2.457175834;0.076647435;CZB;SNN;1;1;17.09032781;-1;-0.380825555;-0.364214035;0.596
CZD201;wave;3;13.25540924;0.544;83.11417303;male;NA;NA;0;13.25540924;3;0.925;-1.485793425;2.207582102;2.584405714;1.098612289;0.047533588;CZD;RNN;0.991666667;0.958333333;18.37396879;NA;NA;NA;NA
CZB122;crab;10.9;12.2733128;0.633333333;83.35345946;female;NA;NA;0;10.9;12.2733128;1;0.118664425;0.014081246;2.388762789;2.507427214;0.038449798;CZB;SBN;0.975;0.9875;17.19609442;-1;-0.720906338;-0.810237833;0.687
CZB122;crab;11.1;12.2733128;0.633333333;83.35345946;female;39;39;1;11.1;12.2733128;1;0.100482106;0.010096654;2.406945108;2.507427214;0.038449798;CZB;SBN;1;1;17.19609442;-1;-0.720906338;-0.810237833;0.687
CZB122;wave;5.4;12.2733128;0.633333333;83.35345946;female;22;37;1;5.4;12.2733128;1;0.821028261;0.674087405;1.686398954;2.507427214;0.038449798;CZB;SBN;0.958333333;0.979166667;17.19609442;-1;-0.720906338;-0.810237833;0.687
CZB121;crab;13.9;13.90724319;0.542333333;83.52951723;male;NA;NA;0;13.90724319;13.9;0.933333333;-0.000520957;2.71e-07;2.632409797;2.63188884;0.012252913;CZB;SNN;0.958333333;0.945833333;18.9475281;-1;-0.632069514;-0.444148605;0.628
CZB121;wave;5.4;13.90724319;0.542333333;83.52951723;male;NA;NA;0;13.90724319;5.4;0.966666667;-0.946010844;0.894936516;2.632409797;1.686398954;0.012252913;CZB;SNN;0.975;0.970833333;18.9475281;-1;-0.632069514;-0.444148605;0.628
CZB121;wave;7.1;13.90724319;0.542333333;83.52951723;male;NA;NA;0;13.90724319;7.1;0.55;-0.672315013;0.452007477;2.632409797;1.960094784;0.012252913;CZB;SNN;1;0.775;18.9475281;-1;-0.632069514;-0.444148605;0.628
CZD195;crab;13;11.81827036;0.588333333;83.89797416;male;87;87;1;11.81827036;13;0.925;0.095302688;0.009082602;2.46964667;2.564949357;0.013123362;CZD;RBN;0.925;0.925;16.86065729;NA;NA;NA;NA
CZD195;wave;2.6;11.81827036;0.588333333;83.89797416;male;NA;NA;0;11.81827036;2.6;0.958333333;-1.514135225;2.292605478;2.46964667;0.955511445;0.013123362;CZD;RBN;0.95;0.954166667;16.86065729;NA;NA;NA;NA
CZD195;wave;3.3;11.81827036;0.588333333;83.89797416;male;NA;NA;0;11.81827036;3.3;1;-1.275724201;1.627472237;2.46964667;1.193922468;0.013123362;CZD;RBN;0.941666667;0.970833333;16.86065729;NA;NA;NA;NA
CZD230;crab;11.8;11.15467254;0.466333333;84.75805724;male;NA;NA;0;11.15467254;11.8;0.808333333;0.056241059;0.003163057;2.411858472;2.468099531;0.057223898;CZD;SNN;0.983333333;0.895833333;15.47942174;NA;NA;NA;NA
CZD200;crab;10.9;12.74902156;0.676;84.78242309;male;NA;NA;0;12.74902156;10.9;0.483333333;-0.156691739;0.024552301;2.545454528;2.388762789;-0.004442426;CZD;RNN;0.958333333;0.720833333;18.81586769;NA;NA;NA;NA
CZD200;crab;11.6;12.74902156;0.676;84.78242309;male;68;68;1;12.74902156;11.6;0.5;-0.09444943;0.008920695;2.545454528;2.451005098;-0.004442426;CZD;RNN;0.983333333;0.741666667;18.81586769;NA;NA;NA;NA
CZD200;wave;5.7;12.74902156;0.676;84.78242309;male;NA;NA;0;12.74902156;5.7;0.891666667;-0.804988353;0.648006249;2.545454528;1.740466175;-0.004442426;CZD;RNN;0.991666667;0.941666667;18.81586769;NA;NA;NA;NA
